"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN"
"TID_HINT_XBOW_TARGETS_1","You can set the X-Bow to attack both air and ground targets at a short range.","Vous pouvez définir l'arc-X pour attaquer à la fois les cibles aériennes et au sol à courte distance.","Du kannst den X-Bogen so einstellen, dass er sowohl Luft- als auch Bodenziele auf kurze Distanz angreift.","Puedes configurar la X-Ballesta para atacar objetivos aéreos o terrestres a corta distancia.","Puoi impostare l´Arco-X per attaccare obiettivi aerei e di terra a breve distanza.","Je kan de X-boog instellen om lucht- en gronddoelen aan te vallen die in de buurt staan.","Du kan stille inn X-buen til å angripe mål både i luften og på bakken på kort avstand.","Você pode preparar a X-Besta para atacar alvos aéreos e terrestres a uma curta distância.","X-Topunu, kısa menzil içerisindeki hem hava hem de kara hedeflerine saldıracak şekilde ayarlayabilirsin.","巨大クロスボウは射程を短くして飛行ユニットと地上ユニットの両方を攻撃させることもできます。","您可设定X连弩攻击小范围内的地面和空中目标。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_XBOW_TARGETS_2","You can set the X-Bow to attack only ground targets at long range.","Vous pouvez définir l'arc-X pour attaquer uniquement les cibles au sol à longue distance.","Du kannst den X-Bogen so einstellen, dass er nur Bodenziele auf lange Distanz angreift.","Puedes configurar la X-Ballesta para atacar sólo a blancos en tierra a larga distancia.","Puoi impostare l´Arco-X per attaccare solamente obiettivi di terra a lunga distanza.","Je kan de X-boog ook instellen om alleen gronddoelen op lange afstand aan te vallen.","Du kan stille inn X-buen til å angripe bare bakkemål på lang avstand.","Você pode preparar a X-Besta para atacar somente alvos terrestres a longa distância.","X-Topunu aynı zamanda, sadece uzun menzildeki kara hedeflerine saldıracak şekilde de ayarlayabilirsin.","巨大クロスボウは射程を長くして地上ユニットだけを攻撃させることもできます。","您可设定X连弩只攻击大范围的地面目标。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_XBOW_AMMO","X-Bow uses Elixir as ammo. Remember to reload it after enemy attacks!","L'arc-X utilise l'élixir comme munition. N'oubliez pas de le recharger après les attaques ennemies !","Der X-Bogen verwendet Elixier als Munition. Vergiss nicht, nach feindlichen Angriffen nachzuladen!","La X-Ballesta utiliza elixir como munición. ¡Recuerda recargarlo tras los ataques enemigos!","L´Arco-X usa l´Elisir come munizioni. Ricordati di ricaricarlo dopo un attacco.","De X-boog gebruikt elixir als munitie. Vergeet niet om hem na een aanval weer te laden!","X-buen bruker Eliksir som ammunisjon. Husk å lade den opp etter fiendtlige angrep!","A X-Besta usa elixir como munição. Lembre-se de recarregá-la após o inimigo atacar!","X-Topu mühimmat olarak İksir kullanır. Düşman saldırılarından sonra tekrar doldurmayı unutma!","巨大クロスボウはエリクサーを弾薬として使います。敵に攻撃されたら、忘れずにエリクサーを補充しておきましょう！","X连弩以圣水作为弹药。要记得在遭受敌人攻击后及时装填圣水！\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_BOOST_RESOURCES","You can Boost the production rate of Gold Mines and Elixir Collectors with Gems once they are upgraded to level 5.","Vous pouvez accélérer la vitesse de production des mines d'or et des extracteurs d'élixir avec des gemmes une fois qu'elles ont été améliorées au niveau 5.","Du kannst die Produktionsrate von Goldminen und Elixiersammlern mit Juwelen erhöhen, sobald sie auf Level 5 erhöht wurden.","Puedes acelerar la velocidad de producción de las minas de oro y los recolectores de elixir con gemas cuando los hayas mejorado hasta el nivel 5.","Puoi incrementare il ritmo della produzione delle Miniere d'oro e degli Estrattori di elisir con le gemme appena li avrai migliorati fino al livello 5.","Je kan met edelstenen de productiesnelheid van goudmijnen en elixirpompen vergroten eens ze uitgebreid werden tot level 5.","Du kan øke produksjonshastigheten for gullgruver og eliksirsamlere når de er oppgradert til nivå 5.","Você pode acelerar a taxa de produção de Minas de Ouro e Coletores de Elixir com Gemas, uma vez que tiverem sido atualizados para o nível 5.","Altın Madenleri ve İksir Toplayıcılarının üretim hızını, 5. seviyeye yükseltilir yükseltilmez Taşlar'la arttırabilirsin.","金山やエリクサーポンプをレベル 5 までアップグレードすれば、エメラルドを使って生産量を一時的に増やせるようになります。","当金矿和圣水收集器升级到5级后，您可以用宝石提升金矿和圣水收集器的产量。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_BOOST_SPELLS","You can Boost the production rate of Spell Factory with Gems.","Vous pouvez accélérer la vitesse de production de l'usine de sorts avec des gemmes.","Du kannst die Produktionsrate der Zauberspruchfabrik mit Juwelen erhöhen.","Puedes acelerar la velocidad de producción de la fábrica de hechizos con gemas.","Puoi incrementare il ritmo della produzione della Fabbrica di incantesimi con le gemme.","Je kan met edelstenen de productiesnelheid van de spreukenfabriek vergroten.","Du kan øke produksjonshastigheten for magifabrikken med edelsteiner.","Você pode acelerar a taxa de produção da Fábrica de Feitiços usando Gemas.","Büyü Fabrikası'nın üretim hızını Taşlar'la arttırabilirsin.","呪文工場の作成速度は、エメラルドを使って一時的に増やすことが可能です。","您可以用宝石提升法术工厂生产速度。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_BOOST_TRAINING","You can Boost the training speed of Barracks with Gems.","Vous pouvez accélérer la vitesse d'entraînement de la caserne avec des gemmes.","Du kannst die Trainingsgeschwindigkeit von Kasernen mit Juwelen erhöhen.","Puedes acelerar la velocidad de entrenamiento en el cuartel con gemas.","Puoi incrementare la velocità dell'addestramento nelle Caserme con le gemme.","Je kan met edelstenen de productiesnelheid van de kazerne vergroten.","Du kan øke treningshastigheten for brakker med edelsteiner.","Você pode acelerar a velocidade de treinamento dos Quartéis usando Gemas.","Kışlalar'daki eğitim hızını Taşlar'la artırabilirsin.","兵舎の訓練速度は、エメラルドを使って一時的に加速することが可能です。","您可以用宝石提升训练营的训练速度。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_USE_SPELLS","Spells can have a huge effect on the outcome of the battle. Be sure to use them!","Les sorts peuvent avoir un effet décisif sur les combats. Utilisez-les à bon escient !","Zaubersprüche können einen großen Einfluss auf den Kampfausgang haben. Nutze sie!","Los hechizos pueden influir enormemente en el resultado de una batalla. ¡No dudes en usarlos!","Gli incantesimi possono influenzare molto le sorti della battaglia. Non dimenticare di usarli!","Spreuken hebben enorm veel invloed op de uitkomst van de strijd. Zorg dat je ze gebruikt!","Formler kan ha stor innvirkning på utfallet av kampen. Sørg for å bruke dem!","Os feitiços têm um grande efeito sobre o desfecho das batalhas. Não esqueça de usá-los!","Büyüler, savaşın sonucunu inanılmaz etkileyebilir. Kullanmayı unutma!","呪文はうまく使えば戦いの流れを大きく変えることができます。うまく使いこなしましょう！","法术对战斗结果有决定性作用。一定要明智使用！\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_DARK_ELIXIR_USAGE","You can use Dark Elixir to summon the mightiest Heroes in the realm!","Vous pouvez utiliser de l'élixir noir pour invoquer les plus puissants Héros du royaume !","Du kannst Dunkles Elixier benutzen, um die mächtigsten Helden des Reiches herbeizurufen!","Puedes utilizar el Elixir Oscuro para convocar a los Héroes más poderosos del reino.","Puoi usare l'Elisir nero per invocare gli Eroi più forti del regno!","Je kan duister elixir gebruiken om de machtigste helden van het rijk op te roepen!","Du kan bruke mørk eliksir til å påkalle de mektigste heltene i riket!","Você pode usar o Elixir Negro para convocar os Heróis mais poderosos no reino!","Bu alemdeki en güçlü Kahramanları toplamak için Kara İksir'i kullanabilirsin!","ダークエリクサーを使えば世界最強クラスのヒーローたちを呼び寄せることができます！","您可以使用暗黑重油召唤领地的万能英雄。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_DARK_ELIXIR_BUILDINGS","Dark Elixir storages can be built on town hall level 7, but the Dark Elixir drill is unlocked on town hall level 8.","Les réservoirs d'élixir noir sont disponibles lorsque votre hôtel de ville est au niveau 7, mais la foreuse d'élixir noir est débloquée au niveau 8.","Lager für Dunkles Elixier können ab Rathaus der Stufe 7 erbaut werden, aber der Bohrer für Dunkles Elixier wird bei Rathaus der Stufe 8 freigeschaltet.","Los almacenes de Elixir Oscuro pueden ser construidos en el ayuntamiento a partir del nivel 7, pero la perforadora de Elixir Oscuro se podrá desbloquear en el nivel 8.","Puoi costruire i Depositi dell'Elisir nero al livello 7 del Municipio, ma la trivella per l'Elisir nero si sblocca al livello 8 del Municipio.","Tanks voor duister elixir kan je bouwen zodra je stadhuis level 7 heeft bereikt, maar het duistere elixir zelf wordt pas ontgrendeld op level 8.","Lagre av mørk eliksir kan bygges med rådhus på nivå 7, men drillen for mørk eliksir låses opp på nivå 8 av rådhuset.","Armazenamentos de Elixir Negro podem ser construídos com o Centro da Vila no nível 7, mas a broca de Elixir Negro é desbloqueada no Centro da Vila nível 8.","Kara İksir depoları, 7. seviye köy binasında inşa edilebilir, ancak Kara İksiri sondasının kilidi 8. seviye köy binasında açılır.","ダークエリクサーの保管施設はタウンホールをレベル7までアップグレードすれば建設できますが、ダークエリクサーポンプはタウンホールをレベル8まで上げないと建設できません。","当大本营达到7级时方可搭建暗黑重油罐，但是要到达8级才能解锁暗黑重油钻井。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT_DARK_ELIXIR_LOOT","You can start looting Dark Elixir as soon as you have built the storage for it.","Vous pourrez commencer à récupérer de l'élixir noir dès que vous aurez construit un réservoir.","Du kannst dir Dunkles Elixier besorgen, sobald du den Speicher dafür gebaut hast.","Podrás comenzar a reunir Elixir Oscuro en cuanto hayas construido su almacén.","Potrai iniziare a saccheggiare Elisir nero non appena avrai costruito un deposito per contenerlo.","Je kunt duister elixir plunderen zodra je er een opslag voor hebt gebouwd.","Du kan begynne å stjele mørk eliksir så snart du har bygget lageret for det.","Você pode começar a saquear o Elixir Negro assim que tenha construído o armazenamento para ele.","Deposunu hazırlar hazırlamaz, Kara İksir yağmalamaya başlayabilirsin.","ダークエリクサーは、保管施設さえ作っておけば攻撃した村からうばえるようになります。","建好暗黑重油罐，就可以开始掠夺暗黑重油了。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
"TID_HINT HEROES_USE","Your Hero can attack enemy villages or guard yours against enemy attacks.","Votre héros peut attaquer les villages ennemis ou protéger le vôtre contre les attaques adverses.","Dein Held kann gegnerische Dörfer angreifen, oder deines verteidigen.","Tu héroe puede atacar aldeas enemigas o defender tu aldea contra los ataques enemigos.","Il tuo eroe può attaccare i villaggi nemici o proteggere il tuo contro gli attacchi degli avversari.","Je held kan vijandelijke dorpen aanvallen of je dorp verdedigen tegen plunderaars.","Helten din kan angripe fiendtlige landsbyer eller beskytte deg mot fiendtlige angrep.","Seu Herói pode atacar as vilas inimigas ou proteger a sua contra os ataques inimigos.","Kahramanınız, düşman köylerine saldırabilir veya düşman saldırılarına karşı köylerinizi koruyabilir.","ヒーローは敵の村を攻撃したり、自分の村を守ってくれます。","英雄可以攻击敌人的村庄也能保护您的村庄。\n要获取更多信息，请关注新浪蓝V认证微博 @部落冲突Clash—of—Clans"
